Trial,Combination,Clients,Client 1 Accuracy,Client 1 Shapley Value,Client 2 Accuracy,Client 2 Shapley Value,Client 3 Accuracy,Client 3 Shapley Value,Client 4 Accuracy,Client 4 Shapley Value,Client 5 Accuracy,Client 5 Shapley Value,Client 6 Accuracy,Client 6 Shapley Value,Client 7 Accuracy,Client 7 Shapley Value,Client 8 Accuracy,Client 8 Shapley Value,Client 9 Accuracy,Client 9 Shapley Value,Client 10 Accuracy,Client 10 Shapley Value,Global Accuracy,Max Iter
10,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9142236699239956,0.09991222721141209,0.9174809989142236,0.10017415969103981,0.9153094462540716,0.10075576990594436,0.9196525515743756,0.10245394238409337,0.9066232356134636,0.10148844170962874,0.9131378935939196,0.10183167950921122,0.9087947882736156,0.09814060276807648,0.9109663409337676,0.0959878596374523,0.9120521172638436,0.09977225271171702,0.9109663409337676,0.09948306447142292,0.9326818675352877,10
1,1111111111,"1,2,3,4,5,6,7,8,9,10",0.8751357220412594,0.09644031182492707,0.8892508143322475,0.09946463792617631,0.8686210640608035,0.09552268244575911,0.8935939196525515,0.09994975110359725,0.9066232356134636,0.10403540903540867,0.8957654723127035,0.09976894899971799,0.8968512486427795,0.10036630036630016,0.8914223669923995,0.09976237437775877,0.9001085776330076,0.10335822297360742,0.8990228013029316,0.10133136094674558,0.9174809989142236,100
2,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9087947882736156,0.09944854311051476,0.9109663409337676,0.10126872345182193,0.9229098805646037,0.1010069677323197,0.8935939196525515,0.0985244802146209,0.9131378935939196,0.10043967508756228,0.9055374592833876,0.10119559952306396,0.9131378935939196,0.1032062746851477,0.9066232356134636,0.09811414785006357,0.9131378935939196,0.10171631641702052,0.8914223669923995,0.09507927192786361,0.9250814332247557,100
3,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9207383279044516,0.10275138449000741,0.8968512486427795,0.09587523846567046,0.9131378935939196,0.09996990239113931,0.9055374592833876,0.10120760867551985,0.8990228013029316,0.09881739549184115,0.8925081433224755,0.09871691578225977,0.9239956568946797,0.10322183326850748,0.9229098805646037,0.10352512455779632,0.8946796959826275,0.0966147135633719,0.9055374592833876,0.09929988331388559,0.9305103148751357,100
4,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9001085776330076,0.100046521148514,0.9109663409337676,0.10302713113381323,0.9033659066232356,0.10091739704869816,0.9131378935939196,0.10029075717821312,0.8957654723127035,0.0967481717188636,0.9120521172638436,0.10507685293734513,0.8805646036916395,0.09725339139172642,0.9066232356134636,0.09831686484675944,0.8838219326818675,0.09582519213234346,0.9098805646036916,0.10249772046372256,0.9261672095548317,100
5,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9087947882736156,0.10049801354149182,0.8859934853420195,0.09904407513103147,0.9055374592833876,0.10262203196985786,0.9087947882736156,0.10344319474754242,0.9196525515743756,0.10360173838434689,0.8794788273615635,0.09424113554548355,0.8957654723127035,0.09735372017980727,0.8979370249728555,0.09731501688023433,0.8925081433224755,0.1038269636095722,0.9022801302931596,0.09805411001063188,0.9239956568946797,100
6,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9066232356134636,0.10145006419918473,0.8968512486427795,0.09792655241072615,0.9022801302931596,0.10103183907404281,0.9033659066232356,0.10189573680194998,0.8849077090119435,0.09723803941271707,0.8903365906623235,0.1000641991849494,0.9011943539630836,0.10079318558216543,0.9011943539630836,0.10104439978414156,0.8957654723127035,0.09763346917508707,0.9022801302931596,0.1009225143750347,0.9261672095548317,100
7,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9011943539630836,0.10049052678922799,0.8925081433224755,0.09840520230130613,0.9033659066232356,0.1026733007252484,0.8946796959826275,0.09962519443038914,0.9033659066232356,0.0994593429658365,0.8892508143322475,0.09843331271902685,0.8990228013029316,0.09857058525889704,0.9077090119435396,0.10258756395120011,0.8805646036916395,0.0952760443020186,0.9087947882736156,0.10447892655684841,0.9196525515743756,100
8,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9174809989142236,0.10300859866077258,0.9033659066232356,0.09850875720440956,0.8805646036916395,0.09703989703989702,0.9055374592833876,0.1036828754220058,0.8979370249728555,0.09982886613321376,0.8946796959826275,0.09983725961986802,0.9077090119435396,0.0992916829873352,0.9098805646036916,0.10074981814112234,0.9066232356134636,0.09969643556600082,0.8914223669923995,0.09835580922537449,0.9239956568946797,100
9,1111111111,"1,2,3,4,5,6,7,8,9,10",0.8859934853420195,0.10056291640714923,0.8979370249728555,0.10116735556687995,0.8773072747014115,0.09686125738444405,0.8805646036916395,0.09690891418002004,0.8935939196525515,0.1001292867523543,0.8794788273615635,0.09977587150595442,0.9033659066232356,0.103742709925825,0.8946796959826275,0.1010621331370438,0.8849077090119435,0.09892465507804393,0.8946796959826275,0.10086490006228402,0.9131378935939196,100
10,1111111111,"1,2,3,4,5,6,7,8,9,10",0.8664495114006515,0.09198803934719443,0.8892508143322475,0.09637687234518233,0.9033659066232356,0.1025947350771292,0.9022801302931596,0.09996926000447122,0.9131378935939196,0.10248388479022288,0.9066232356134636,0.09980205305909556,0.9131378935939196,0.10172423429465662,0.8946796959826275,0.09968933974215644,0.9142236699239956,0.10299482077651055,0.9044516829533116,0.10237676056338008,0.9250814332247557,100
