Trial,Combination,Clients,Global Accuracy,Max Iter,Client 1 Accuracy,Client 1 Shapley Value,Client 2 Accuracy,Client 2 Shapley Value,Client 3 Accuracy,Client 3 Shapley Value,Client 4 Accuracy,Client 4 Shapley Value,Client 5 Accuracy,Client 5 Shapley Value,Client 6 Accuracy,Client 6 Shapley Value,Client 7 Accuracy,Client 7 Shapley Value,Client 8 Accuracy,Client 8 Shapley Value,Client 9 Accuracy,Client 9 Shapley Value,Client 10 Accuracy,Client 10 Shapley Value
10,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9283387622149837,10,0.8892508143322475,0.09527568922305761,0.9163952225841476,0.10255963984034158,0.8935939196525515,0.09490206998978945,0.9087947882736156,0.10513459574863078,0.8979370249728555,0.09942077415761608,0.9185667752442996,0.10420820569943351,0.9174809989142236,0.10511788731086982,0.8859934853420195,0.09557365636313013,0.9120521172638436,0.10140861412791219,0.9044516829533116,0.09639886753921827
1,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9229098805646037,100,0.8914223669923995,0.1010830999066291,0.8849077090119435,0.09554761904761908,0.9001085776330076,0.10263538748832851,0.9153094462540716,0.10298085901027083,0.9001085776330076,0.10042717086834729,0.9077090119435396,0.10166293183940228,0.8903365906623235,0.09712184873949577,0.8990228013029316,0.10106162464985993,0.8892508143322475,0.0976946778711484,0.8946796959826275,0.09978478057889828
2,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9272529858849077,100,0.8675352877307275,0.09152819597784473,0.9109663409337676,0.1031713505074158,0.8762214983713354,0.09286783019218627,0.8849077090119435,0.09699500018586656,0.9022801302931596,0.1030435671536372,0.9261672095548317,0.11012694695364497,0.9196525515743756,0.10256914241106288,0.9055374592833876,0.102228077023159,0.9185667752442996,0.10208774766737297,0.8925081433224755,0.09538214192780924
3,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9337676438653637,100,0.8783930510314875,0.09330149501661127,0.8968512486427795,0.09600959763750462,0.9087947882736156,0.10045173495754883,0.9055374592833876,0.09979051310446654,0.9033659066232356,0.09841269841269842,0.9087947882736156,0.10287652270210407,0.9142236699239956,0.10026947212993736,0.9131378935939196,0.10634551495016609,0.9207383279044516,0.10248708010335911,0.9142236699239956,0.10005537098560342
4,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9305103148751357,100,0.8914223669923995,0.10157850382471156,0.8664495114006515,0.0896908744049934,0.8762214983713354,0.09282797132855493,0.8979370249728555,0.0990549350817728,0.9174809989142236,0.1026481265396082,0.9142236699239956,0.10201978107462333,0.9120521172638436,0.10634411290770673,0.9109663409337676,0.10385203089403788,0.9001085776330076,0.0998694226815583,0.8957654723127035,0.10211424126243254
5,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9381107491856677,100,0.9142236699239956,0.1037776491769546,0.8849077090119435,0.09595228909465013,0.8990228013029316,0.10363710684891224,0.8697068403908795,0.0949831900352736,0.9011943539630836,0.09944472001763666,0.9174809989142236,0.10330136684303347,0.9066232356134636,0.09928442827748368,0.9033659066232356,0.10232767489711929,0.9022801302931596,0.10064713771310983,0.8914223669923995,0.0966444370958258
6,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9359391965255157,100,0.8957654723127035,0.09719966486207775,0.9087947882736156,0.10136356940301247,0.8892508143322475,0.0949434684933526,0.9066232356134636,0.10212177291643634,0.9163952225841476,0.10313731447722167,0.9087947882736156,0.10033836040216541,0.9196525515743756,0.10391209074503728,0.9011943539630836,0.10050408794608325,0.9098805646036916,0.09905213051964785,0.9087947882736156,0.09742754023496501
7,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9218241042345277,100,0.9022801302931596,0.10209957559780865,0.8588490770901195,0.09031119711331731,0.8968512486427795,0.09961299007235394,0.9087947882736156,0.10304466505879926,0.8892508143322475,0.09586441565240154,0.9001085776330076,0.09845897133883,0.9218241042345277,0.10324611587862463,0.9207383279044516,0.10443004842298122,0.9044516829533116,0.09979995139005735,0.9109663409337676,0.10313206947482569
8,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9337676438653637,100,0.8892508143322475,0.09888058324104826,0.8968512486427795,0.09987818383167216,0.8664495114006515,0.0893226282761169,0.9272529858849077,0.10283730158730145,0.8979370249728555,0.09746216315983768,0.9109663409337676,0.10407807308970089,0.9087947882736156,0.10088132152085641,0.9087947882736156,0.10081256921373205,0.9272529858849077,0.10815430047988173,0.8946796959826275,0.09769287559985211
9,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9315960912052117,100,0.8599348534201955,0.09036149036149035,0.9098805646036916,0.10027703777703767,0.8816503800217155,0.09627502127502122,0.8751357220412594,0.09408970658970656,0.9055374592833876,0.10033207533207521,0.9022801302931596,0.09991582491582485,0.9207383279044516,0.10761090761090755,0.9153094462540716,0.1018190143190144,0.9153094462540716,0.1023721648721648,0.9229098805646037,0.106946756946757
10,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9305103148751357,100,0.8762214983713354,0.095345057509585,0.8783930510314875,0.09614056046378108,0.8979370249728555,0.10239438054490548,0.9153094462540716,0.10176418291937543,0.8990228013029316,0.09878590876257153,0.9044516829533116,0.10128447333814886,0.9066232356134636,0.10446000259302468,0.8957654723127035,0.09964438517530695,0.9077090119435396,0.1006857624418884,0.8990228013029316,0.0994952862514122
