Trial,Combination,Clients,Global Accuracy,Subsample Ratio,Max Iter
3,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6150218105839371,0.8,10
4,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6181742647328357,0.8,10
5,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6174166982319376,0.8,10
6,0000000011,"1,2",0.43026111606651923,0.8,10
6,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6196893977346318,0.8,10
7,1111111111,"1,2,3,4,5,6,7,8,9,10",0.612272577314549,0.8,10
8,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6217177209467137,0.8,10
9,1111110111,"1,2,3,5,6,7,8,9,10",0.6060287630894051,0.8,10
10,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6167691010618149,0.8,10
1,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6330445620165932,0.8,100
2,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6047213499346293,0.8,100
3,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6203736513483462,0.8,100
4,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6220109724954485,0.8,100
5,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6226830072946323,0.8,100
6,0000000011,"1,2",0.4315440915922337,0.8,100
6,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6267396537187963,0.8,100
7,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6242714531836121,0.8,100
8,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6273383756307963,0.8,100
9,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6076049901638543,0.8,100
10,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6257743673708777,0.8,100
