Trial,Combination,Clients,Global Accuracy,Max Iter,Client 1 Accuracy,Client 1 Shapley Value,Client 2 Accuracy,Client 2 Shapley Value,Client 3 Accuracy,Client 3 Shapley Value,Client 4 Accuracy,Client 4 Shapley Value,Client 5 Accuracy,Client 5 Shapley Value,Client 6 Accuracy,Client 6 Shapley Value,Client 7 Accuracy,Client 7 Shapley Value,Client 8 Accuracy,Client 8 Shapley Value,Client 9 Accuracy,Client 9 Shapley Value,Client 10 Accuracy,Client 10 Shapley Value
1,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9229098805646037,100,0.8914223669923995,0.10482492997198875,0.8849077090119435,0.0967978524743229,0.9001085776330076,0.10316760037348256,0.9044516829533116,0.09937675070028017,0.9044516829533116,0.10292903828197944,0.8903365906623235,0.10057889822595698,0.8621064060803475,0.0926619981325863,0.8805646036916395,0.09715032679738562,0.8892508143322475,0.09896685340802969,0.8946796959826275,0.10354575163398701
2,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9250814332247557,100,0.8675352877307275,0.09361586183769273,0.9109663409337676,0.1030544377375362,0.8762214983713354,0.09408674267829206,0.8621064060803475,0.09673271108130235,0.9055374592833876,0.1035150719129592,0.9087947882736156,0.10572881734853574,0.8827361563517915,0.10145688948505849,0.8870792616720955,0.09660183322155141,0.9185667752442996,0.10548755495938604,0.8925081433224755,0.09972007973768529
3,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9305103148751357,100,0.8783930510314875,0.09414670963679134,0.8968512486427795,0.09844603730251339,0.9087947882736156,0.10327323072363909,0.8914223669923995,0.09669528254709137,0.9011943539630836,0.09892435776333107,0.8838219326818675,0.10010140578985391,0.8968512486427795,0.09945083439832572,0.8881650380021715,0.10293845270508054,0.9207383279044516,0.10405391639347301,0.9142236699239956,0.10196977273990095
4,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9315960912052117,100,0.8914223669923995,0.10266261516261516,0.8664495114006515,0.09276048026048013,0.8762214983713354,0.09459336959336957,0.8979370249728555,0.10162615162615146,0.8914223669923995,0.09916888666888643,0.8892508143322475,0.09874061124061101,0.8990228013029316,0.10505050505050495,0.8805646036916395,0.09955784955784959,0.9001085776330076,0.10126586376586373,0.8957654723127035,0.104573667073667
5,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9250814332247557,100,0.9142236699239956,0.10789645279081894,0.8849077090119435,0.09707131678962658,0.8990228013029316,0.10594353155972865,0.8577633007600435,0.08536357031075344,0.8610206297502715,0.08961919666145046,0.9077090119435396,0.10552993889261485,0.8914223669923995,0.09989986213577759,0.9066232356134636,0.10135302556077191,0.9022801302931596,0.10618060213130637,0.8914223669923995,0.10114250316715101
6,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9207383279044516,100,0.8957654723127035,0.10131214435459693,0.9087947882736156,0.10585879005690309,0.8892508143322475,0.09562790131775985,0.8903365906623235,0.10256111485474678,0.8914223669923995,0.09678515274034158,0.8870792616720955,0.09822598457622027,0.8892508143322475,0.09869627882599578,0.8675352877307275,0.09662464435459697,0.9098805646036916,0.10367391060197649,0.9087947882736156,0.10063407831686128
7,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9239956568946797,100,0.9022801302931596,0.10335133269915873,0.8588490770901195,0.09268367746628613,0.8968512486427795,0.10113731744166515,0.8870792616720955,0.09782189021319447,0.8838219326818675,0.09930986887508628,0.8881650380021715,0.09872745416223674,0.9011943539630836,0.10111819894428588,0.8935939196525515,0.10037537537537537,0.9044516829533116,0.10156771678510805,0.9109663409337676,0.10390716803760286
8,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9261672095548317,100,0.8892508143322475,0.10035960847801413,0.8968512486427795,0.10059221422058466,0.8664495114006515,0.09063296674668316,0.9218241042345277,0.10642503582128422,0.8762214983713354,0.09426347717672448,0.8935939196525515,0.10199296600234463,0.8794788273615635,0.09661837771450899,0.8892508143322475,0.09877835464001915,0.9272529858849077,0.11135395150635467,0.8946796959826275,0.09898304769348149
9,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9305103148751357,100,0.8599348534201955,0.09129854975829294,0.9098805646036916,0.10216517567742768,0.8816503800217155,0.09793206275119924,0.8523344191096635,0.09035487396047502,0.9022801302931596,0.10179613268878146,0.9011943539630836,0.10122566724083644,0.9001085776330076,0.1005519438424921,0.9077090119435396,0.10213461502843064,0.9153094462540716,0.1044303680243004,0.9229098805646037,0.10811061102776366
10,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9239956568946797,100,0.8762214983713354,0.09928049167179596,0.8783930510314875,0.0991214817301773,0.8979370249728555,0.10576026336895912,0.8729641693811075,0.0931117452856583,0.8881650380021715,0.09724320593885813,0.8805646036916395,0.10162740380131689,0.8718783930510315,0.0994702777311472,0.8577633007600435,0.09563818476861956,0.9077090119435396,0.10550566094044374,0.8990228013029316,0.10324128476302395
