Trial,Combination,Clients,Global Accuracy,Max Iter,Client 1 Accuracy,Client 1 Shapley Value,Client 2 Accuracy,Client 2 Shapley Value,Client 3 Accuracy,Client 3 Shapley Value,Client 4 Accuracy,Client 4 Shapley Value,Client 5 Accuracy,Client 5 Shapley Value,Client 6 Accuracy,Client 6 Shapley Value,Client 7 Accuracy,Client 7 Shapley Value,Client 8 Accuracy,Client 8 Shapley Value,Client 9 Accuracy,Client 9 Shapley Value,Client 10 Accuracy,Client 10 Shapley Value
1,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9272529858849077,100,0.8914223669923995,0.1030728411583211,0.8849077090119435,0.09674919147987045,0.9001085776330076,0.10275919110813721,0.9044516829533116,0.09853165309839781,0.9001085776330076,0.10052182075015795,0.9077090119435396,0.10245111705884544,0.8903365906623235,0.09689556150328975,0.8990228013029316,0.10037173339281079,0.8892508143322475,0.09750566893424038,0.8946796959826275,0.10114122151592894
2,1111011111,"1,2,3,4,5,7,8,9,10",0.9294245385450597,100,0.8675352877307275,0.09252894491129797,0.9109663409337676,0.10212231559290368,0.8762214983713354,0.0938389355742298,0.8621064060803475,0.09670821661998148,0.9022801302931596,0.10124089635854328,,,0.9196525515743756,0.10194117647058822,0.9055374592833876,0.10233426704014928,0.9185667752442996,0.1026960784313725,0.8925081433224755,0.09780438842203545
3,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9315960912052117,100,0.8783930510314875,0.0948250823250822,0.8968512486427795,0.0961057461057461,0.9087947882736156,0.1013768638768639,0.8914223669923995,0.09432928182928184,0.9033659066232356,0.09961057461057453,0.9087947882736156,0.10445480445480422,0.9142236699239956,0.10003561253561265,0.9131378935939196,0.10557960557960537,0.9207383279044516,0.10307655307655288,0.9142236699239956,0.10060587560587554
4,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9305103148751357,100,0.8914223669923995,0.10177390676223813,0.8664495114006515,0.09064288492526537,0.8762214983713354,0.09105637976699829,0.8979370249728555,0.10076772054601696,0.9174809989142236,0.10204895260321167,0.9142236699239956,0.10249532329462306,0.9120521172638436,0.1056967827971328,0.9109663409337676,0.10340704932303527,0.9001085776330076,0.10057416976903558,0.8957654723127035,0.10153683021244281
5,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9370249728555917,100,0.9142236699239956,0.10457889606209406,0.8849077090119435,0.09657939266861623,0.8990228013029316,0.10522034615313865,0.8577633007600435,0.08519514797035067,0.9011943539630836,0.10002942853464279,0.9174809989142236,0.10419954385771302,0.9066232356134636,0.10045338336184215,0.9033659066232356,0.10377053100112195,0.9022801302931596,0.10171789070977928,0.8914223669923995,0.09825543968070038
6,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9283387622149837,100,0.8957654723127035,0.09760233918128658,0.9087947882736156,0.10171400724032295,0.8892508143322475,0.09498607630186574,0.8903365906623235,0.09835839598997492,0.9163952225841476,0.10219112596305559,0.9087947882736156,0.10060568086883862,0.9196525515743756,0.10479996287013824,0.9011943539630836,0.10209922955536979,0.9098805646036916,0.09985333704631935,0.9087947882736156,0.09778984498282761
7,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9283387622149837,100,0.9022801302931596,0.10294207741576171,0.8588490770901195,0.08921841641139867,0.8968512486427795,0.1003169961941892,0.8870792616720955,0.09767938364429603,0.8892508143322475,0.09700779727095513,0.9001085776330076,0.09900956093938569,0.9218241042345277,0.10478928803490203,0.9207383279044516,0.10502274204028587,0.9044516829533116,0.10052121043349106,0.9109663409337676,0.10349252761533453
8,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9326818675352877,100,0.8892508143322475,0.09910286970822473,0.8968512486427795,0.09867185912005459,0.8664495114006515,0.08966406120073175,0.9218241042345277,0.10330025685089701,0.8979370249728555,0.09643180516288768,0.9109663409337676,0.10312655912190233,0.9087947882736156,0.10141960936489439,0.9087947882736156,0.10210562300201394,0.9272529858849077,0.10839523624738992,0.8946796959826275,0.0977821202210028
9,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9283387622149837,100,0.8599348534201955,0.09018240044555838,0.9098805646036916,0.09969785575048723,0.8816503800217155,0.09720922677063008,0.8523344191096635,0.08966954423094772,0.9055374592833876,0.09951081407221754,0.9022801302931596,0.1021614220737026,0.9207383279044516,0.10831662489557206,0.9153094462540716,0.10214517775921275,0.9153094462540716,0.10383272997308068,0.9229098805646037,0.10727420402859005
10,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9294245385450597,100,0.8762214983713354,0.09755924566088116,0.8783930510314875,0.09630896751223844,0.8979370249728555,0.10313195371606575,0.8729641693811075,0.09108672674677346,0.8990228013029316,0.09959158507639806,0.9044516829533116,0.1021695594125501,0.9066232356134636,0.10547489244919135,0.8957654723127035,0.10167769989615778,0.9077090119435396,0.10274347277851953,0.8990228013029316,0.10025589675122375
